,Dog ID,User ID,Gender,Birthday,Breed,Breed_Type,Breed_Group,Weight,Dog_Fixed,DNA_Tested,Dimension,Sign_in_Count
58,fd28093e-7144-11e5-ba71-058fbc01cf0b,ce139a6e-7144-11e5-ba71-058fbc01cf0b,female,2010.0,Mixed,Mixed Breed/ Other/ I Don't Know,0,70.0,1.0,0.0,0,4.0
59,fd2809c0-7144-11e5-ba71-058fbc01cf0b,ce139bea-7144-11e5-ba71-058fbc01cf0b,female,2011.0,French Bulldog,Pure Breed,Non-Sporting,10.0,1.0,0.0,0,2.0
60,fd3ccd24-7144-11e5-ba71-058fbc01cf0b,ce139bea-7144-11e5-ba71-058fbc01cf0b,female,2008.0,French Bulldog,Pure Breed,Non-Sporting,20.0,1.0,0.0,0,2.0
61,fd3ccf2c-7144-11e5-ba71-058fbc01cf0b,ce135766-7144-11e5-ba71-058fbc01cf0b,female,2008.0,Shih Tzu,Pure Breed,Toy,190.0,1.0,0.0,einstein,355.0
62,fd3cd40e-7144-11e5-ba71-058fbc01cf0b,ce139cb2-7144-11e5-ba71-058fbc01cf0b,male,2009.0,Doberman Pinscher,Pure Breed,Working,80.0,0.0,1.0,0,2.0
63,fd3cd4d6-7144-11e5-ba71-058fbc01cf0b,ce139e1a-7144-11e5-ba71-058fbc01cf0b,female,2007.0,German Shepherd Dog,Pure Breed,Herding,70.0,1.0,0.0,charmer,7.0
64,fd3cd8d2-7144-11e5-ba71-058fbc01cf0b,ce13a108-7144-11e5-ba71-058fbc01cf0b,male,2010.0,Pembroke Welsh Corgi,Pure Breed,Herding,20.0,1.0,0.0,0,5.0
65,fd3cd99a-7144-11e5-ba71-058fbc01cf0b,ce13a5cc-7144-11e5-ba71-058fbc01cf0b,male,2010.0,English Cocker Spaniel-Cocker Spaniel Mix,Cross Breed,0,20.0,1.0,0.0,renaissance-dog,12.0
66,fd3cec50-7144-11e5-ba71-058fbc01cf0b,ce13a734-7144-11e5-ba71-058fbc01cf0b,female,2010.0,Rottweiler,Pure Breed,Working,70.0,1.0,0.0,0,4.0
67,fd3cf5c4-7144-11e5-ba71-058fbc01cf0b,ce13a734-7144-11e5-ba71-058fbc01cf0b,male,2011.0,German Shepherd Dog,Pure Breed,Herding,80.0,1.0,0.0,0,4.0
68,fd3cf678-7144-11e5-ba71-058fbc01cf0b,ce13a7e8-7144-11e5-ba71-058fbc01cf0b,female,2010.0,Cavalier King Charles Spaniel-Bichon Frise Mix,Cross Breed,0,10.0,1.0,0.0,0,4.0
69,fd3cf718-7144-11e5-ba71-058fbc01cf0b,ce135e14-7144-11e5-ba71-058fbc01cf0b,female,2012.0,Shih Tzu,Pure Breed,Toy,190.0,1.0,1.0,0,181.0
70,fd3cf8ee-7144-11e5-ba71-058fbc01cf0b,ce13b152-7144-11e5-ba71-058fbc01cf0b,female,2006.0,Bedlington Terrier,Pure Breed,Terrier,10.0,1.0,1.0,protodog,8.0
71,fd3cf984-7144-11e5-ba71-058fbc01cf0b,ce21d7d2-7144-11e5-ba71-058fbc01cf0b,male,2009.0,Labrador Retriever,Pure Breed,Sporting,100.0,1.0,0.0,0,7.0
72,fd3cfa1a-7144-11e5-ba71-058fbc01cf0b,ce21d7d2-7144-11e5-ba71-058fbc01cf0b,female,2001.0,Russell Terrier,Pure Breed,Terrier,10.0,1.0,0.0,0,7.0
73,fd3cfab0-7144-11e5-ba71-058fbc01cf0b,ce137fca-7144-11e5-ba71-058fbc01cf0b,male,2010.0,Poodle,Pure Breed,Non-Sporting,10.0,1.0,0.0,charmer,41.0
74,fd3cfcfe-7144-11e5-ba71-058fbc01cf0b,ce21df2a-7144-11e5-ba71-058fbc01cf0b,male,2004.0,Irish Setter,Pure Breed,Sporting,80.0,1.0,0.0,socialite,24.0
75,fd3cfd94-7144-11e5-ba71-058fbc01cf0b,ce21e11e-7144-11e5-ba71-058fbc01cf0b,male,2008.0,German Shepherd Dog,Pure Breed,Herding,80.0,1.0,0.0,expert,23.0
76,fd3cfe2a-7144-11e5-ba71-058fbc01cf0b,ce21df2a-7144-11e5-ba71-058fbc01cf0b,male,2006.0,Irish Setter,Pure Breed,Sporting,80.0,1.0,0.0,socialite,24.0
77,fd3cfeb6-7144-11e5-ba71-058fbc01cf0b,ce21e11e-7144-11e5-ba71-058fbc01cf0b,female,2007.0,Poodle,Pure Breed,Non-Sporting,50.0,1.0,0.0,protodog,23.0
78,fd3cff4c-7144-11e5-ba71-058fbc01cf0b,ce21df2a-7144-11e5-ba71-058fbc01cf0b,male,2012.0,Irish Red and White Setter,Pure Breed,Sporting,40.0,1.0,0.0,charmer,24.0
79,fd3d0078-7144-11e5-ba71-058fbc01cf0b,ce21e736-7144-11e5-ba71-058fbc01cf0b,female,2010.0,Poodle-Cocker Spaniel Mix,Cross Breed,0,20.0,1.0,1.0,0,2.0
80,fd3d01ae-7144-11e5-ba71-058fbc01cf0b,ce21e826-7144-11e5-ba71-058fbc01cf0b,male,2011.0,American Pit Bull Terrier,Pure Breed,Terrier,70.0,1.0,0.0,0,7.0
81,fd3d03fc-7144-11e5-ba71-058fbc01cf0b,ce21f122-7144-11e5-ba71-058fbc01cf0b,female,2010.0,Golden Retriever,Pure Breed,Sporting,50.0,1.0,0.0,0,8.0
82,fd3d0492-7144-11e5-ba71-058fbc01cf0b,ce21f528-7144-11e5-ba71-058fbc01cf0b,female,2011.0,Beagle-Schipperke Mix,Cross Breed,0,20.0,1.0,1.0,0,5.0
83,fd3d05be-7144-11e5-ba71-058fbc01cf0b,ce22007c-7144-11e5-ba71-058fbc01cf0b,female,2010.0,Greyhound,Pure Breed,Hound,50.0,1.0,0.0,0,7.0
84,fd3d064a-7144-11e5-ba71-058fbc01cf0b,ce22011c-7144-11e5-ba71-058fbc01cf0b,female,2002.0,Labrador Retriever-Golden Retriever Mix,Cross Breed,0,60.0,1.0,0.0,0,17.0
85,fd3d06e0-7144-11e5-ba71-058fbc01cf0b,ce22011c-7144-11e5-ba71-058fbc01cf0b,male,2002.0,Labrador Retriever-Golden Retriever Mix,Cross Breed,0,70.0,1.0,0.0,0,17.0
86,fd3d0776-7144-11e5-ba71-058fbc01cf0b,ce2202e8-7144-11e5-ba71-058fbc01cf0b,female,2011.0,Labrador Retriever,Pure Breed,Sporting,50.0,1.0,0.0,einstein,46.0
87,fd3d080c-7144-11e5-ba71-058fbc01cf0b,ce2202e8-7144-11e5-ba71-058fbc01cf0b,female,2011.0,Boston Terrier-Chihuahua Mix,Cross Breed,0,10.0,1.0,0.0,0,46.0
88,fd3d0898-7144-11e5-ba71-058fbc01cf0b,ce2203f6-7144-11e5-ba71-058fbc01cf0b,female,2011.0,American Pit Bull Terrier,Pure Breed,0,50.0,1.0,0.0,socialite,91.0
89,fd3d0938-7144-11e5-ba71-058fbc01cf0b,ce2204a0-7144-11e5-ba71-058fbc01cf0b,male,2006.0,Mixed,Mixed Breed/ Other/ I Don't Know,0,40.0,1.0,1.0,socialite,28.0
90,fd3d09ce-7144-11e5-ba71-058fbc01cf0b,ce2204a0-7144-11e5-ba71-058fbc01cf0b,female,2011.0,Beagle-Cavalier King Charles Spaniel Mix,Cross Breed,0,20.0,1.0,1.0,ace,28.0
91,fd3d0b7c-7144-11e5-ba71-058fbc01cf0b,ce220734-7144-11e5-ba71-058fbc01cf0b,female,2011.0,Boxer,Pure Breed,Working,40.0,1.0,0.0,0,3.0
92,fd3d0c12-7144-11e5-ba71-058fbc01cf0b,ce2205ea-7144-11e5-ba71-058fbc01cf0b,male,2002.0,Pug,Pure Breed,Toy,20.0,1.0,0.0,0,7.0
93,fd3d0cb2-7144-11e5-ba71-058fbc01cf0b,ce2205ea-7144-11e5-ba71-058fbc01cf0b,male,2011.0,French Bulldog,Pure Breed,Non-Sporting,20.0,1.0,0.0,0,7.0
94,fd3d0d48-7144-11e5-ba71-058fbc01cf0b,ce2207de-7144-11e5-ba71-058fbc01cf0b,female,2011.0,Mixed,Mixed Breed/ Other/ I Don't Know,0,50.0,1.0,1.0,expert,5.0
95,fd3d0dde-7144-11e5-ba71-058fbc01cf0b,ce220892-7144-11e5-ba71-058fbc01cf0b,male,2011.0,Mixed,Mixed Breed/ Other/ I Don't Know,0,60.0,1.0,1.0,0,4.0
96,fd3d0f00-7144-11e5-ba71-058fbc01cf0b,ce220a72-7144-11e5-ba71-058fbc01cf0b,male,2008.0,Labradoodle,Popular Hybrid,0,10.0,0.0,0.0,expert,5.0
97,fd3d0f96-7144-11e5-ba71-058fbc01cf0b,ce220b12-7144-11e5-ba71-058fbc01cf0b,male,2011.0,Mixed,Mixed Breed/ Other/ I Don't Know,0,100.0,1.0,1.0,socialite,6.0
98,fd3d102c-7144-11e5-ba71-058fbc01cf0b,ce220bb2-7144-11e5-ba71-058fbc01cf0b,male,2011.0,Pembroke Welsh Corgi,Pure Breed,Herding,30.0,1.0,0.0,charmer,4.0
99,fd3d10cc-7144-11e5-ba71-058fbc01cf0b,ce220bb2-7144-11e5-ba71-058fbc01cf0b,female,2011.0,Golden Retriever,Pure Breed,Sporting,60.0,1.0,0.0,ace,4.0
100,fd3d1162-7144-11e5-ba71-058fbc01cf0b,ce220cf2-7144-11e5-ba71-058fbc01cf0b,female,2011.0,Cocker Spaniel,Pure Breed,Sporting,20.0,1.0,0.0,protodog,16.0
101,fd3d1202-7144-11e5-ba71-058fbc01cf0b,ce2209d2-7144-11e5-ba71-058fbc01cf0b,male,2011.0,Mixed,Mixed Breed/ Other/ I Don't Know,0,10.0,1.0,1.0,ace,14.0
102,fd3d12fc-7144-11e5-ba71-058fbc01cf0b,ce2209d2-7144-11e5-ba71-058fbc01cf0b,female,2011.0,Rottweiler,Pure Breed,Working,100.0,0.0,0.0,0,14.0
103,fd3d150e-7144-11e5-ba71-058fbc01cf0b,ce220e3c-7144-11e5-ba71-058fbc01cf0b,female,2011.0,Labrador Retriever-Border Collie Mix,Cross Breed,0,50.0,1.0,0.0,0,1.0
104,fd3d15f4-7144-11e5-ba71-058fbc01cf0b,ce220ee6-7144-11e5-ba71-058fbc01cf0b,female,2007.0,Lhasa Apso-Poodle Mix,Cross Breed,0,10.0,1.0,0.0,0,2.0
105,fd3d17c0-7144-11e5-ba71-058fbc01cf0b,ce137e80-7144-11e5-ba71-058fbc01cf0b,male,2008.0,Labradoodle,Popular Hybrid,0,60.0,1.0,0.0,0,4.0
106,fd3d18a6-7144-11e5-ba71-058fbc01cf0b,ce221210-7144-11e5-ba71-058fbc01cf0b,female,2008.0,English Springer Spaniel,Pure Breed,Sporting,40.0,1.0,0.0,0,6.0
107,fd3d1982-7144-11e5-ba71-058fbc01cf0b,ce221210-7144-11e5-ba71-058fbc01cf0b,male,2007.0,English Springer Spaniel,Pure Breed,Sporting,40.0,1.0,0.0,0,6.0
108,fd3d1a5e-7144-11e5-ba71-058fbc01cf0b,ce22135a-7144-11e5-ba71-058fbc01cf0b,female,2008.0,Mixed,Mixed Breed/ Other/ I Don't Know,0,30.0,1.0,1.0,0,3.0
109,fd3d1b44-7144-11e5-ba71-058fbc01cf0b,ce134a78-7144-11e5-ba71-058fbc01cf0b,male,2009.0,Shih Tzu,Pure Breed,Toy,190.0,1.0,0.0,einstein,310.0
110,fd3d1d06-7144-11e5-ba71-058fbc01cf0b,ce2213fa-7144-11e5-ba71-058fbc01cf0b,male,2012.0,Neapolitan Mastiff,Pure Breed,Working,40.0,0.0,0.0,0,8.0
111,fd3d2080-7144-11e5-ba71-058fbc01cf0b,ce221774-7144-11e5-ba71-058fbc01cf0b,female,2011.0,Rat Terrier,Pure Breed,0,10.0,1.0,0.0,0,4.0
112,fd3d2116-7144-11e5-ba71-058fbc01cf0b,ce221a76-7144-11e5-ba71-058fbc01cf0b,female,2005.0,Border Terrier,Pure Breed,Terrier,10.0,1.0,0.0,socialite,13.0
113,fd3d224c-7144-11e5-ba71-058fbc01cf0b,ce2218e6-7144-11e5-ba71-058fbc01cf0b,male,2009.0,Collie-Shetland Sheepdog Mix,Cross Breed,0,30.0,1.0,0.0,charmer,11.0
114,fd3d22d8-7144-11e5-ba71-058fbc01cf0b,ce221b3e-7144-11e5-ba71-058fbc01cf0b,female,2012.0,German Shepherd Dog,Pure Breed,Herding,80.0,0.0,0.0,socialite,4.0
115,fd3d2530-7144-11e5-ba71-058fbc01cf0b,ce221dbe-7144-11e5-ba71-058fbc01cf0b,female,2007.0,Dachshund,Pure Breed,Hound,10.0,1.0,0.0,protodog,10.0
116,fd3d25c6-7144-11e5-ba71-058fbc01cf0b,ce221dbe-7144-11e5-ba71-058fbc01cf0b,female,2009.0,Dachshund,Pure Breed,Hound,10.0,1.0,0.0,protodog,10.0
117,fd3d265c-7144-11e5-ba71-058fbc01cf0b,ce221e5e-7144-11e5-ba71-058fbc01cf0b,female,2007.0,Golden Retriever-Collie Mix,Cross Breed,0,50.0,1.0,0.0,renaissance-dog,50.0
118,fd3d26f2-7144-11e5-ba71-058fbc01cf0b,ce221efe-7144-11e5-ba71-058fbc01cf0b,female,2008.0,Beagle,Pure Breed,Hound,20.0,1.0,0.0,charmer,13.0
119,fd3d2788-7144-11e5-ba71-058fbc01cf0b,ce221f9e-7144-11e5-ba71-058fbc01cf0b,female,2010.0,Labrador Retriever,Pure Breed,Sporting,70.0,1.0,1.0,renaissance-dog,1.0
120,fd3d281e-7144-11e5-ba71-058fbc01cf0b,ce22203e-7144-11e5-ba71-058fbc01cf0b,female,2012.0,American Eskimo Dog-Papillon Mix,Cross Breed,0,10.0,1.0,0.0,socialite,44.0
121,fd3d28aa-7144-11e5-ba71-058fbc01cf0b,ce22203e-7144-11e5-ba71-058fbc01cf0b,female,2005.0,Papillon,Pure Breed,Toy,0.0,1.0,1.0,stargazer,44.0
122,fd3d2940-7144-11e5-ba71-058fbc01cf0b,ce2220de-7144-11e5-ba71-058fbc01cf0b,female,2010.0,Pomeranian,Pure Breed,Toy,0.0,1.0,0.0,0,6.0
123,fd3d29d6-7144-11e5-ba71-058fbc01cf0b,ce222214-7144-11e5-ba71-058fbc01cf0b,male,2001.0,German Shepherd Dog-Belgian Tervuren Mix,Cross Breed,0,30.0,0.0,0.0,0,8.0
124,fd3d2a6c-7144-11e5-ba71-058fbc01cf0b,ce2222aa-7144-11e5-ba71-058fbc01cf0b,male,2013.0,German Shepherd Dog,Pure Breed,Herding,70.0,0.0,0.0,0,2.0
125,fd3d2af8-7144-11e5-ba71-058fbc01cf0b,ce22234a-7144-11e5-ba71-058fbc01cf0b,female,1997.0,Maltese-Yorkshire Terrier Mix,Cross Breed,0,0.0,1.0,0.0,0,3.0
126,fd3d2c24-7144-11e5-ba71-058fbc01cf0b,ce22248a-7144-11e5-ba71-058fbc01cf0b,male,2009.0,Australian Shepherd,Pure Breed,Herding,30.0,1.0,0.0,0,3.0
127,fd3d2d46-7144-11e5-ba71-058fbc01cf0b,ce22252a-7144-11e5-ba71-058fbc01cf0b,male,2011.0,Shiba Inu,Pure Breed,Non-Sporting,20.0,1.0,0.0,0,7.0
128,fd3d2ddc-7144-11e5-ba71-058fbc01cf0b,ce2225d4-7144-11e5-ba71-058fbc01cf0b,male,2008.0,Rat Terrier,Pure Breed,0,10.0,1.0,0.0,0,6.0
129,fd3d2e72-7144-11e5-ba71-058fbc01cf0b,ce222674-7144-11e5-ba71-058fbc01cf0b,female,2008.0,Poodle,Pure Breed,Non-Sporting,0.0,0.0,0.0,charmer,16.0
